timestamp_offset_sec,zone,co_ppm,h2s_ppm,ch4_percent_lel,temp_c,pressure_bar,vibration_g,oxygen_percent,worker_count,permit_active,permit_type,shift_changeover_in_min
32,A1,12.8,1.1,1.8,29.3,1.01,0.05,20.0,2,true,confined_space,18
33,A1,12.9,1.1,1.9,29.3,1.01,0.05,19.98,2,true,confined_space,17
34,A1,13.1,1.1,1.9,29.4,1.01,0.05,19.95,2,true,confined_space,16
35,A1,13.2,1.2,1.9,29.4,1.01,0.05,19.92,2,true,confined_space,15
36,A1,13.4,1.2,1.9,29.4,1.01,0.05,19.89,2,true,confined_space,14
37,A1,13.6,1.2,1.9,29.5,1.01,0.05,19.86,2,true,confined_space,13
38,A1,13.7,1.2,2.0,29.5,1.01,0.05,19.84,2,true,confined_space,12
39,A1,13.8,1.2,2.0,29.6,1.01,0.05,19.81,2,true,confined_space,11
40,A1,14.0,1.2,2.0,29.6,1.01,0.05,19.78,2,true,confined_space,10
41,A1,14.1,1.2,2.0,29.6,1.01,0.05,19.75,2,true,confined_space,9
42,A1,14.3,1.2,2.0,29.7,1.01,0.05,19.72,2,true,confined_space,8
43,A1,14.4,1.2,2.1,29.7,1.01,0.05,19.7,2,true,confined_space,7
44,A1,14.6,1.2,2.1,29.8,1.01,0.05,19.67,2,true,confined_space,6
45,A1,14.8,1.2,2.1,29.8,1.01,0.05,19.64,2,true,confined_space,5
46,A1,14.9,1.3,2.1,29.8,1.01,0.05,19.61,2,true,confined_space,4
47,A1,15.1,1.3,2.1,29.9,1.01,0.05,19.58,2,true,confined_space,3
48,A1,15.2,1.3,2.2,29.9,1.01,0.05,19.56,2,true,confined_space,2
49,A1,15.3,1.3,2.2,30.0,1.01,0.05,19.53,2,true,confined_space,1
50,A1,15.5,1.3,2.2,30.0,1.01,0.05,19.5,2,true,confined_space,0
51,A1,15.6,1.3,2.2,30.0,1.01,0.05,19.47,2,true,confined_space,0
52,A1,15.8,1.3,2.2,30.1,1.01,0.05,19.44,2,true,confined_space,0
53,A1,15.9,1.3,2.3,30.1,1.01,0.05,19.42,2,true,confined_space,0
54,A1,16.1,1.3,2.3,30.2,1.01,0.05,19.39,2,true,confined_space,0
55,A1,16.2,1.4,2.3,30.2,1.01,0.05,19.36,2,true,confined_space,0
56,A1,16.4,1.4,2.3,30.2,1.01,0.05,19.33,2,true,confined_space,0
57,A1,16.5,1.4,2.3,30.3,1.01,0.05,19.3,2,true,confined_space,0
58,A1,16.7,1.4,2.4,30.3,1.01,0.05,19.28,2,true,confined_space,0
59,A1,16.9,1.4,2.4,30.4,1.01,0.05,19.25,2,true,confined_space,0
60,A1,17.0,1.4,2.4,30.4,1.01,0.05,19.22,2,true,confined_space,0
61,A1,17.1,1.4,2.4,30.4,1.01,0.05,19.19,2,true,confined_space,0
62,A1,17.3,1.4,2.4,30.5,1.01,0.05,19.16,2,true,confined_space,0
63,A1,17.4,1.4,2.5,30.5,1.01,0.05,19.14,2,true,confined_space,0
64,A1,17.6,1.4,2.5,30.6,1.01,0.05,19.11,2,true,confined_space,0
65,A1,17.8,1.5,2.5,30.6,1.01,0.05,19.08,2,true,confined_space,0
66,A1,17.9,1.5,2.5,30.6,1.01,0.05,19.05,2,true,confined_space,0
67,A1,18.0,1.5,2.5,30.7,1.01,0.05,19.02,2,true,confined_space,0
68,A1,18.2,1.5,2.6,30.7,1.01,0.05,19.0,2,true,confined_space,0
69,A1,18.4,1.5,2.6,30.8,1.01,0.05,18.97,2,true,confined_space,0
70,A1,18.5,1.5,2.6,30.8,1.01,0.05,18.94,2,true,confined_space,0
71,A1,18.6,1.5,2.6,30.8,1.01,0.05,18.91,2,true,confined_space,0
72,A1,18.8,1.5,2.6,30.9,1.01,0.05,18.88,2,true,confined_space,0
73,A1,18.9,1.5,2.7,30.9,1.01,0.05,18.86,2,true,confined_space,0
74,A1,19.1,1.5,2.7,31.0,1.01,0.05,18.83,2,true,confined_space,0
75,A1,19.2,1.6,2.7,31.0,1.01,0.05,18.8,2,true,confined_space,0
76,A1,19.4,1.6,2.7,31.0,1.01,0.05,18.77,2,true,confined_space,0
77,A1,19.5,1.6,2.7,31.1,1.01,0.05,18.74,2,true,confined_space,0
78,A1,19.7,1.6,2.8,31.1,1.01,0.05,18.72,2,true,confined_space,0
79,A1,19.9,1.6,2.8,31.2,1.01,0.05,18.69,2,true,confined_space,0
80,A1,20.0,1.6,2.8,31.2,1.01,0.05,18.66,2,true,confined_space,0
81,A1,20.1,1.6,2.8,31.2,1.01,0.05,18.63,2,true,confined_space,0
82,A1,20.3,1.6,2.8,31.3,1.01,0.05,18.6,2,true,confined_space,0
83,A1,20.4,1.6,2.9,31.3,1.01,0.05,18.58,2,true,confined_space,0
84,A1,20.6,1.6,2.9,31.4,1.01,0.05,18.55,2,true,confined_space,0
85,A1,20.8,1.6,2.9,31.4,1.01,0.05,18.52,2,true,confined_space,0
86,A1,20.9,1.7,2.9,31.4,1.01,0.05,18.49,2,true,confined_space,0
87,A1,21.0,1.7,2.9,31.5,1.01,0.05,18.46,2,true,confined_space,0
88,A1,21.2,1.7,3.0,31.5,1.01,0.05,18.44,2,true,confined_space,0
89,A1,21.4,1.7,3.0,31.6,1.01,0.05,18.41,2,true,confined_space,0
